"feature","coefficient","abs_coefficient"
"site_356",0.472337254827377,0.472337254827377
"site_327",0.470988437710744,0.470988437710744
"site_485",0.402372777366903,0.402372777366903
"site_110",0.388889835887614,0.388889835887614
"site_370",0.314909833867336,0.314909833867336
"site_122",0.293948616789042,0.293948616789042
"site_500",0.244324050213028,0.244324050213028
"site_153",0.0913579832356997,0.0913579832356997
"site_303",0.0308755498858707,0.0308755498858707
